target
AT5G08130
AT5G08130
AT5G08050
AT5G08020
AT5G07990
AT5G07690
AT5G07470
AT5G07310
AT5G07200
AT5G06850
AT5G06770
AT5G06770
AT5G06770
AT5G06770
AT5G06770
AT5G06770
AT5G05690
AT5G05690
AT5G05690
AT5G05410
AT5G05410
AT5G04530
AT5G04410
AT5G04240
AT5G04190
AT5G04140
AT5G04140
AT5G03640
AT5G03640
AT5G03500
AT5G03500
AT5G03500
AT5G03500
AT5G03500
AT5G03500
AT5G03500
AT5G03240
AT5G03240
AT5G03240
AT5G03220
AT5G02810
AT5G02810
AT5G02200
AT5G02200
AT5G02120
AT5G01530
AT5G01500
AT5G01410
AT5G01410
AT4G40100
AT4G40060
AT4G39400
AT4G39100
AT4G39100
AT4G39070
AT4G38960
AT4G38960
AT4G38960
AT4G38960
AT4G38960
AT4G38960
AT4G38740
AT4G38620
AT4G37930
AT4G37900
AT4G37900
AT4G37840
AT4G37580
AT4G37580
AT4G37470
AT4G37280
AT4G37270
AT4G36930
AT4G36880
AT4G36240
AT4G36220
AT4G36105
AT4G36105
AT4G36100
AT4G35900
AT4G35900
AT4G35290
AT4G35290
AT4G35290
AT4G35290
AT4G35290
AT4G35290
AT4G35090
AT4G35090
AT4G35090
AT4G34550
AT4G34550
AT4G34530
AT4G34280
AT4G34250
AT4G34190
AT4G34080
AT4G33980
AT4G33980
AT4G33950
AT4G33950
AT4G33780
AT4G33320
AT4G32980
AT4G32980
AT4G32890
AT4G32770
AT4G32700
AT4G32280
AT4G32280
AT4G32280
AT4G32250
AT4G32250
AT4G32250
AT4G31710
AT4G31710
AT4G31530
AT4G31530
AT4G31500
AT4G31390
AT4G31390
AT4G31390
AT4G31040
AT4G30950
AT4G30200
AT4G30200
AT4G30200
AT4G30200
AT4G28880
AT4G28880
AT4G28880
AT4G28880
AT4G28860
AT4G28860
AT4G28610
AT4G28556
AT4G28556
AT4G27670
AT4G27430
AT4G27430
AT4G27310
AT4G26610
AT4G26150
AT4G26000
AT4G25560
AT4G25560
AT4G25420
AT4G25420
AT4G25350
AT4G25260
AT4G25130
AT4G25100
AT4G25100
AT4G25100
AT4G25100
AT4G25100
AT4G25050
AT4G25050
AT4G24800
AT4G24800
AT4G24800
AT4G24800
AT4G24415
AT4G24230
AT4G24230
AT4G24230
AT4G24230
AT4G24230
AT4G24230
AT4G22260
AT4G22140
AT4G22140
AT4G22140
AT4G21690
AT4G20940
AT4G20400
AT4G20400
AT4G20130
AT4G20130
AT4G20130
AT4G19230
AT4G19230
AT4G18610
AT4G18390
AT4G18390
AT4G18290
AT4G18290
AT4G18160
AT4G18130
AT4G17490
AT4G16780
AT4G16250
AT4G15480
AT4G15475
AT4G15400
AT4G15090
AT4G15090
AT4G15090
AT4G15090
AT4G15090
AT4G14890
AT4G14690
AT4G14465
AT4G14400
AT4G14400
AT4G14400
AT4G14130
AT4G14110
AT4G13790
AT4G13770
AT4G13670
AT4G13670
AT4G13670
AT4G13670
AT4G10340
AT4G10240
AT4G10180
AT4G08920
AT4G06634
AT4G06634
AT4G06634
AT4G05420
AT4G05420
AT4G04920
AT4G04920
AT4G04920
AT4G04850
AT4G04850
AT4G04770
AT4G04020
AT4G03400
AT4G03400
AT4G03280
AT4G03280
AT4G03110
AT4G03110
AT4G03110
AT4G02440
AT4G02380
AT4G02380
AT4G02380
AT4G01900
AT4G01800
AT4G01800
AT4G01800
AT4G01660
AT4G01160
AT4G01160
AT4G01120
AT4G00990
AT4G00990
AT4G00990
AT4G00730
AT4G00730
AT4G00450
AT4G00450
AT4G00450
AT4G00315
AT4G00050
AT4G00050
AT4G00050
AT3G62610
AT3G62410
AT3G62090
AT3G62090
AT3G62090
AT3G62090
AT3G62030
AT3G62030
AT3G62030
AT3G61850
AT3G61850
AT3G61850
AT3G61850
AT3G61850
AT3G61800
AT3G61800
AT3G61600
AT3G61600
AT3G61470
AT3G61140
AT3G60680
AT3G60530
AT3G59770
AT3G59770
AT3G59770
AT3G59770
AT3G59220
AT3G59060
AT3G59060
AT3G59060
AT3G59060
AT3G58850
AT3G57390
AT3G57390
AT3G57390
AT3G57290
AT3G57230
AT3G57230
AT3G57230
AT3G57230
AT3G57230
AT3G57180
AT3G56710
AT3G56710
AT3G55850
AT3G55850
AT3G55850
AT3G55850
AT3G55850
AT3G55850
AT3G55370
AT3G55370
AT3G55370
AT3G55280
AT3G55280
AT3G55280
AT3G55270
AT3G55120
AT3G54890
AT3G54890
AT3G54890
AT3G54890
AT3G54720
AT3G54610
AT3G53920
AT3G53920
AT3G53600
AT3G53310
AT3G53200
AT3G53200
AT3G52740
AT3G52430
AT3G51630
AT3G51630
AT3G51630
AT3G51480
AT3G51480
AT3G51480
AT3G51480
AT3G51240
AT3G51240
AT3G51080
AT3G50930
AT3G50820
AT3G50000
AT3G49120
AT3G49110
AT3G48900
AT3G48900
AT3G48900
AT3G48780
AT3G48780
AT3G48590
AT3G48390
AT3G48100
AT3G47860
AT3G47710
AT3G47470
AT3G47390
AT3G47390
AT3G47340
AT3G47340
AT3G47340
AT3G47340
AT3G46610
AT3G46610
AT3G46510
AT3G45890
AT3G45780
AT3G45780
AT3G45640
AT3G44610
AT3G44450
AT3G44110
AT3G44110
AT3G43810
AT3G43810
AT3G43810
AT3G43810
AT3G28910
AT3G28910
AT3G28860
AT3G28030
AT3G28030
AT3G28030
AT3G28030
AT3G27690
AT3G27690
AT3G27580
AT3G27580
AT3G26650
AT3G26640
AT3G25050
AT3G24870
AT3G24870
AT3G24870
AT3G24870
AT3G24440
AT3G24440
AT3G24220
AT3G23290
AT3G22840
AT3G22690
AT3G22690
AT3G22690
AT3G22420
AT3G22420
AT3G22420
AT3G22420
AT3G22420
AT3G22420
AT3G22231
AT3G22170
AT3G22170
AT3G21890
AT3G21880
AT3G21880
AT3G21880
AT3G21320
AT3G21240
AT3G21240
AT3G21240
AT3G21150
AT3G19820
AT3G19820
AT3G19820
AT3G19710
AT3G19140
AT3G19040
AT3G19040
AT3G18780
AT3G18780
AT3G18780
AT3G18520
AT3G18520
AT3G18520
AT3G18520
AT3G18140
AT3G18140
AT3G17800
AT3G17800
AT3G17609
AT3G17609
AT3G17609
AT3G17609
AT3G17040
AT3G17040
AT3G17040
AT3G17040
AT3G15850
AT3G15840
AT3G15840
AT3G15840
AT3G15840
AT3G15840
AT3G15620
AT3G15620
AT3G15540
AT3G14870
AT3G14870
AT3G14870
AT3G14870
AT3G14870
AT3G13670
AT3G13550
AT3G13550
AT3G13450
AT3G12820
AT3G12820
AT3G12610
AT3G12145
AT3G12130
AT3G12130
AT3G10490
AT3G10490
AT3G10490
AT3G10490
AT3G10480
AT3G10480
AT3G10480
AT3G09600
AT3G09600
AT3G09600
AT3G09600
AT3G09600
AT3G09600
AT3G09600
AT3G09600
AT3G09600
AT3G09190
AT3G08940
AT3G08940
AT3G08640
AT3G08590
AT3G08590
AT3G08550
AT3G08010
AT3G07800
AT3G07650
AT3G07650
AT3G07650
AT3G07650
AT3G07520
AT3G06850
AT3G06850
AT3G05420
AT3G05420
AT3G05210
AT3G05210
AT3G04880
AT3G04510
AT3G04110
AT3G04110
AT3G04110
AT3G03830
AT3G03630
AT3G03380
AT3G03380
AT3G02790
AT3G02730
AT3G02570
AT3G02260
AT3G02260
AT3G02260
AT3G02260
AT3G01470
AT3G01470
AT3G01460
AT2G48120
AT2G48120
AT2G47890
AT2G47890
AT2G47890
AT2G47700
AT2G47700
AT2G47460
AT2G47450
AT2G47400
AT2G46990
AT2G46990
AT2G46970
AT3G53570
AT3G53570
AT3G53570
AT3G53570
AT3G53570
AT3G53370
AT3G53370
AT3G53340
AT3G53340
AT3G53340
AT3G53340
AT3G53340
AT3G53200
AT3G53200
AT3G52910
AT3G52860
AT3G52770
AT3G52540
AT3G52525
AT3G52440
AT3G52440
AT3G52280
AT3G52280
AT3G52250
AT3G52250
AT3G52100
AT3G52100
AT3G52100
AT3G52100
AT3G51960
AT3G51960
AT3G51960
AT3G51910
AT3G51080
AT3G51060
AT3G50890
AT3G50870
AT3G50750
AT3G50700
AT3G50650
AT3G50410
AT3G50330
AT3G50260
AT3G50060
AT3G49950
AT3G49930
AT3G49830
AT3G49760
AT3G49530
AT3G49530
AT3G48600
AT3G48600
AT3G48590
AT3G48510
AT3G48390
AT3G48360
AT3G48360
AT3G48360
AT3G48160
AT3G48160
AT3G48100
AT3G47710
AT3G47640
AT3G47640
AT3G47640
AT3G47620
AT3G47610
AT3G47600
AT3G47600
AT3G47500
AT3G46950
AT3G46640
AT3G46640
AT3G46640
AT3G46600
AT3G46600
AT3G46600
AT3G46565
AT3G46130
AT3G46130
AT3G46130
AT3G46130
AT3G46090
AT3G46080
AT3G46070
AT3G45610
AT3G45260
AT3G45260
AT3G45170
AT3G44750
AT3G44750
AT3G44530
AT3G44530
AT3G44530
AT3G44530
AT3G44460
AT3G44350
AT3G44350
AT3G44290
AT3G44290
AT3G42790
AT3G33520
AT3G32090
AT3G30530
AT3G30260
AT3G30210
AT3G29575
AT3G29575
AT3G29575
AT3G29340
AT3G29035
AT3G29020
AT3G29020
AT3G28920
AT3G28917
AT3G28870
AT3G28857
AT3G27810
AT3G27810
AT3G27785
AT3G27250
AT3G27250
AT3G27100
AT3G27100
AT3G26744
AT3G26744
AT3G26744
AT3G26744
AT3G26744
AT3G26730
AT3G26730
AT3G26730
AT3G26730
AT3G26730
AT3G26730
AT3G26730
AT3G26730
AT3G25990
AT3G25890
AT3G25890
AT3G25790
AT3G25790
AT3G25730
AT3G25710
AT3G25550
AT3G25100
AT3G24860
AT3G24650
AT3G24520
AT3G24500
AT3G24500
AT3G24490
AT3G24310
AT3G24260
AT3G24150
AT3G24150
AT3G24140
AT3G24140
AT3G24120
AT3G24120
AT3G24093
AT3G24050
AT3G23980
AT3G23690
AT3G23240
AT3G23230
AT3G23220
AT3G23210
AT3G23210
AT3G23140
AT3G23130
AT3G23050
AT3G23050
AT3G23050
AT3G23030
AT3G23030
AT3G23020
AT3G22990
AT3G22961
AT3G22830
AT3G22590
AT3G22170
AT3G22170
AT3G22100
AT3G21890
AT3G21880
AT3G21880
AT3G21880
AT3G21460
AT3G21430
AT3G21430
AT3G21430
AT3G21350
AT3G21350
AT3G21330
AT3G21270
AT3G21175
AT3G21175
AT3G21175
AT3G21150
AT3G20910
AT3G20880
AT3G20840
AT3G20770
AT3G20750
AT3G20740
AT3G20640
AT3G20640
AT3G20640
AT3G20640
AT3G20310
AT3G19600
AT3G19580
AT3G19580
AT3G19510
AT3G19510
AT3G19500
AT3G19500
AT3G19500
AT3G19360
AT3G19360
AT3G19290
AT3G19290
AT3G19290
AT3G19290
AT3G19290
AT3G19070
AT3G18870
AT3G18650
AT3G18610
AT3G18610
AT3G18610
AT3G18550
AT3G18550
AT3G18550
AT3G18550
AT3G18400
AT3G18100
AT3G18100
AT3G18100
AT3G18100
AT3G18035
AT3G18035
AT3G17730
AT3G17609
AT3G17609
AT3G17609
AT3G17609
AT3G17600
AT3G17590
AT3G17590
AT3G17590
AT3G17550
AT3G17100
AT3G17100
AT3G16940
AT3G16940
AT3G16940
AT3G16870
AT3G16830
AT3G16770
AT3G16500
AT3G16500
AT3G16350
AT3G16310
AT3G16280
AT3G16280
AT3G16230
AT3G16230
AT3G16230
AT3G16230
AT3G16230
AT3G16230
AT3G16230
AT3G16230
AT3G16230
AT3G16230
AT3G16230
AT3G16230
AT3G16230
AT3G16220
AT3G16220
AT3G16160
AT3G15880
AT3G15880
AT3G15880
AT3G15880
AT3G15605
AT3G15605
AT3G15605
AT3G15605
AT3G15540
AT3G15510
AT3G15500
AT3G15270
AT3G15210
AT3G15170
AT3G15120
AT3G15120
AT3G15030
AT3G15030
AT3G15030
AT3G15030
AT3G14230
AT3G14230
AT3G14230
AT3G14180
AT3G14120
AT3G14120
AT3G14120
AT3G14020
AT3G14020
AT3G13960
AT3G13840
AT3G13810
AT3G13810
AT3G13810
AT3G13810
AT3G13810
AT3G13810
AT3G13180
AT3G13040
AT3G13040
AT3G13040
AT3G13000
AT3G13000
AT3G13000
AT3G12980
AT3G12980
AT3G12977
AT3G12977
AT3G12910
AT3G12890
AT3G12730
AT3G12730
AT3G12720
AT3G12510
AT3G12380
AT3G12380
AT3G12320
AT3G12320
AT3G12320
AT3G12280
AT3G12280
AT3G12250
AT3G12250
AT3G12250
AT3G12250
AT3G12250
AT3G12250
AT3G12250
AT3G12130
AT3G12130
AT3G11440
AT3G11440
AT3G11440
AT3G11440
AT3G11280
AT3G11280
AT3G11200
AT3G11200
AT3G11100
AT3G11020
AT3G10800
AT3G10760
AT3G10590
AT3G10580
AT3G10580
AT3G10500
AT3G10500
AT3G10490
AT3G10490
AT3G10490
AT3G10490
AT3G10480
AT3G10480
AT3G10480
AT3G10470
AT3G10113
AT3G10040
AT3G10000
AT3G10000
AT3G09735
AT3G09600
AT3G09600
AT3G09600
AT3G09600
AT3G09600
AT3G09600
AT3G09600
AT3G09600
AT3G09600
AT3G09370
AT3G09370
AT3G09370
AT3G09290
AT3G09230
AT3G09210
AT3G09180
AT3G09180
AT3G09180
AT3G08500
AT3G08020
AT3G07740
AT3G07740
AT3G07740
AT3G07740
AT3G07710
AT3G07650
AT3G07650
AT3G07650
AT3G07650
AT3G07610
AT3G07610
AT3G07610
AT3G07340
AT3G07340
AT3G07255
AT3G07050
AT3G06930
AT3G06930
AT3G06740
AT3G06640
AT3G06640
AT3G06640
AT3G06630
AT3G06630
AT3G06630
AT3G06630
AT3G06630
AT3G06630
AT3G06630
AT3G06620
AT3G06590
AT3G06590
AT3G06590
AT3G06590
AT3G06530
AT3G06530
AT3G06530
AT3G06530
AT3G06530
AT3G06490
AT3G06380
AT3G06380
AT3G06250
AT3G06250
AT3G06250
AT3G06120
AT3G06010
AT3G05860
AT3G05860
AT3G05860
AT3G05800
AT3G05700
AT3G05700
AT3G05690
AT3G05690
AT3G05530
AT3G05380
AT3G05380
AT3G05380
AT3G05380
AT3G05380
AT3G05050
AT3G05050
AT3G05050
AT3G04930
AT3G04930
AT3G04850
AT3G04740
AT3G04730
AT3G04670
AT3G04670
AT3G04450
AT3G04450
AT3G04450
AT3G04450
AT3G04430
AT3G04420
AT3G04420
AT3G04410
AT3G04280
AT3G04280
AT3G04280
AT3G04100
AT3G04070
AT3G04070
AT3G04060
AT3G04030
AT3G04030
AT3G04030
AT3G04030
AT3G04030
AT3G03760
AT3G03590
AT3G03460
AT3G03450
AT3G03260
AT3G03260
AT3G03200
AT3G02990
AT3G02860
AT3G02860
AT3G02790
AT3G02550
AT3G02310
AT3G02310
AT3G02150
AT3G02150
AT3G02140
AT3G02000
AT3G01970
AT3G01890
AT3G01770
AT3G01770
AT3G01600
AT3G01530
AT3G01470
AT3G01470
AT3G01460
AT3G01435
AT3G01435
AT3G01435
AT3G01435
AT3G01330
AT3G01320
AT3G01320
AT3G01220
AT3G01085
AT3G01085
AT3G01085
AT3G01080
AT3G01080
AT3G01080
AT3G01030
AT2G48160
AT2G48160
AT2G47990
AT2G47900
AT2G47900
AT2G47900
AT2G47890
AT2G47890
AT2G47890
AT2G47870
AT2G47810
AT2G47585
AT2G47584
AT2G47520
AT2G47460
AT2G47270
AT2G47260
AT2G47210
AT2G47210
AT2G47210
AT2G47190
AT2G47070
AT2G47070
AT2G46990
AT2G46990
AT2G46970
AT2G46970
AT2G46970
AT2G46920
AT2G46920
AT2G46920
AT2G46920
AT2G46830
AT2G46830
AT2G46830
AT2G46810
AT2G46810
AT2G46810
AT2G46810
AT2G46790
AT2G46790
AT2G46790
AT2G46790
AT2G46790
AT2G46770
AT2G46680
AT2G46680
AT2G46590
AT2G46590
AT2G46530
AT2G46530
AT2G46530
AT2G46510
AT2G46400
AT2G46310
AT2G46270
AT2G46270
AT2G46270
AT2G46270
AT2G46130
AT2G46130
AT2G46020
AT2G46020
AT2G46020
AT2G46020
AT2G46020
AT2G46020
AT2G45680
AT2G45660
AT2G45660
AT2G45650
AT2G45640
AT2G45640
AT2G45480
AT2G45480
AT2G45480
AT2G45420
AT2G45410
AT2G45160
AT2G45120
AT2G45050
AT2G44940
AT2G44910
AT2G44840
AT2G44745
AT2G44730
AT2G44150
AT2G44020
AT2G43500
AT2G43500
AT2G43500
AT2G43500
AT2G43500
AT2G43500
AT2G43500
AT2G43500
AT2G43500
AT2G43500
AT2G43500
AT2G43410
AT2G43410
AT2G43410
AT2G43410
AT2G43410
AT2G43410
AT2G43140
AT2G43140
AT2G43000
AT2G43000
AT2G42870
AT2G42830
AT2G42830
AT2G42680
AT2G42660
AT2G42440
AT2G42430
AT2G42410
AT2G42410
AT2G42410
AT2G42400
AT2G42380
AT2G42380
AT2G42380
AT2G42380
AT2G42380
AT2G42300
AT2G42300
AT2G42300
AT2G42300
AT2G42300
AT2G42280
AT2G42280
AT2G42280
AT2G42200
AT2G41940
AT2G41900
AT2G41710
AT2G41710
AT2G41710
AT2G41710
AT2G41690
AT2G41470
AT2G41470
AT2G41460
AT2G41460
AT2G41460
AT2G41460
AT2G41310
AT2G41240
AT2G41240
AT2G41180
AT2G41130
AT2G41070
AT2G41070
AT2G41070
AT2G41070
AT2G41070
AT2G40970
AT2G40950
AT2G40750
AT2G40740
AT2G40740
AT2G40740
AT2G40670
AT2G40670
AT2G40620
AT2G40435
AT2G40435
AT2G40435
AT2G40350
AT2G40350
AT2G40340
AT2G40340
AT2G40340
AT2G40340
AT2G40340
AT2G40340
AT2G40260
AT2G40260
AT2G40220
AT2G40210
AT2G40200
AT2G40140
AT2G40140
AT2G39880
AT2G39810
AT2G39810
AT2G39250
AT2G39250
AT2G38950
AT2G38880
AT2G38880
AT2G38880
AT2G38880
AT2G38880
AT2G38880
AT2G38880
AT2G38880
AT2G38880
AT2G38880
AT2G38880
AT2G38560
AT2G38470
AT2G38340
AT2G38300
AT2G38250
AT2G38090
AT2G37740
AT2G37678
AT2G37678
AT2G37650
AT2G37650
AT2G37630
AT2G37590
AT2G37520
AT2G37430
AT2G37260
AT2G37260
AT2G37260
AT2G37120
AT2G37060
AT2G37060
AT2G37060
AT2G37000
AT2G36990
AT2G36740
AT2G36740
AT2G36720
AT2G36720
AT2G36610
AT2G36490
AT2G36450
AT2G36400
AT2G36340
AT2G36270
AT2G36270
AT2G36270
AT2G36080
